title,avg_rating,count_rating,w_score,release_date
Dumb and Dumber To,3.3333333333333335,3,3.1319127921778307,2014-11-12
The Last Sentence,3.3333333333333335,3,3.1319127921778307,2012-12-07
Andrew Jenks Room 335,3.3333333333333335,3,3.1319127921778307,2008-01-15
The Lifeguard,3.3333333333333335,3,3.1319127921778307,2013-08-30
Farmageddon,3.3333333333333335,3,3.1319127921778307,2011-07-08
Bush Christmas,3.3333333333333335,3,3.1319127921778307,1947-07-28
The Rich Are Always with Us,3.3333333333333335,3,3.1319127921778307,1932-05-21
The Great Caruso,3.3333333333333335,3,3.1319127921778307,1951-04-16
All the Vermeers in New York,3.3333333333333335,3,3.1319127921778307,1990-09-11
Predictions of Fire,3.3333333333333335,3,3.1319127921778307,1996-10-02
The Last Letter,3.3333333333333335,3,3.1319127921778307,2002-05-21
Soldier Ivan Brovkin,3.3333333333333335,3,3.1319127921778307,1955-09-08
Koyla,3.3333333333333335,3,3.1319127921778307,1997-04-06
Aladdin and the Death Lamp,3.3333333333333335,3,3.1319127921778307,2012-09-15
Alyce Kills,3.3333333333333335,3,3.1319127921778307,2011-09-14
I Eat Your Skin,3.3333333333333335,3,3.1319127921778307,1971-10-29
Chapiteau Show,3.3333333333333335,3,3.1319127921778307,2011-12-12
Imagine John Lennon,3.3333333333333335,3,3.1319127921778307,1988-10-07
Miss Lulu Bett,3.3333333333333335,3,3.1319127921778307,1921-11-01
Transylvania Twist,3.3333333333333335,3,3.1319127921778307,1989-10-01
Moscow Chill,3.159090909090909,22,3.1319109880219123,2007-01-01
Parental Guidance,3.159090909090909,22,3.1319109880219123,2012-12-25
Things I Like Things I Don t Like,3.159090909090909,22,3.1319109880219123,1989-01-01
Who the Is Jackson Pollock,3.1416666666666666,60,3.1319074375843994,2006-11-09
Certain Prey,3.2142857142857144,7,3.1319048936492915,2011-11-06
Chouga,3.2142857142857144,7,3.1319048936492915,2007-09-18
Radioactive Dreams,3.2142857142857144,7,3.1319048936492915,1986-09-19
Beyond the Walls,3.2142857142857144,7,3.1319048936492915,2012-12-05
Something to Sing About,3.2142857142857144,7,3.1319048936492915,2000-06-10
Howard Zinn You Can t Be Neutral on a Moving Train,3.1538461538461537,26,3.1319031341801917,2004-06-18
Pope John Paul II,3.1818181818181817,11,3.1318970131498056,2005-12-04
Who Killed Cock Robin,3.1818181818181817,11,3.1318970131498056,1935-06-28
Chasing Sleep,3.1818181818181817,11,3.1318970131498056,2000-09-08
The Dolphin Story of a Dreamer,3.1818181818181817,11,3.1318970131498056,2009-10-08
Gangster Squad,3.1818181818181817,11,3.1318970131498056,2013-01-10
Highlander,3.15,30,3.131895298168863,1986-03-07
Best of the Best 2,3.15,30,3.131895298168863,1993-01-01
Immoral Tales,3.1666666666666665,15,3.1318891506177153,1974-08-17
Sweet Bunch,3.1666666666666665,15,3.1318891506177153,1983-10-19
Target,3.1666666666666665,15,3.1318891506177153,1985-11-08
Taken,3.141509433962264,53,3.131885827136416,2008-02-18
A Matter of Time,3.1578947368421053,19,3.1318813059916417,1976-10-07
8MM,3.1578947368421053,19,3.1318813059916417,1999-02-26
A New Life,3.1447368421052633,38,3.1318796793950505,2002-11-27
Battlestar Galactica The Plan,3.25,4,3.131875079103276,2009-10-27
Party 7,3.25,4,3.131875079103276,2000-09-27
The Vikings,3.25,4,3.131875079103276,1958-06-28
Land and Freedom,3.25,4,3.131875079103276,1995-01-01
The Amazons,3.25,4,3.131875079103276,1973-12-15
Stateless Things,3.25,4,3.131875079103276,2012-03-12
Do You Wanna Know a Secret,3.25,4,3.131875079103276,2001-03-04
The Young Lady and the Hooligan,3.25,4,3.131875079103276,1918-05-01
A Teacher,3.25,4,3.131875079103276,2013-09-06
Prohibition,3.25,4,3.131875079103276,2011-10-02
Time Freak,3.25,4,3.131875079103276,2011-02-10
Oliver s Story,3.25,4,3.131875079103276,1978-12-15
Holiday For Lovers,3.25,4,3.131875079103276,1959-07-24
23,3.152173913043478,23,3.1318734792104865,1998-07-02
Green Ice,3.1875,8,3.1318672259088007,1981-05-01
Leafie a Hen Into the Wild,3.1875,8,3.1318672259088007,2011-07-28
Privates on Parade,3.1875,8,3.1318672259088007,1983-03-18
Chicago Cab,3.1875,8,3.1318672259088007,1997-01-01
Let Me In,3.1875,8,3.1318672259088007,2010-10-01
The Stars Look Down,3.1875,8,3.1318672259088007,1940-01-22
The In Crowd,3.1875,8,3.1318672259088007,1988-02-01
The Magic of Méliès,3.1875,8,3.1318672259088007,1997-01-01
Wendy and Lucy,3.1875,8,3.1318672259088007,2008-05-22
The Italian Straw Hat,3.1481481481481484,27,3.1318656702134287,1928-01-13
Rubin and Ed,3.1666666666666665,12,3.1318593906347876,1991-01-01
La vie est à nous,3.1666666666666665,12,3.1318593906347876,1936-04-07
Making Mr Right,3.134375,160,3.1318552333700365,1987-01-01
Dancing at Lughnasa,3.1363636363636362,88,3.1318534400824833,1998-09-04
Man s Favorite Sport,3.132101300479124,1461,3.1318464219922983,1964-01-29
Justice League,3.5,1,3.131845213370562,2017-11-15
Love Marilyn,3.5,1,3.131845213370562,2012-09-12
Saheb Biwi Aur Gangster Returns,3.5,1,3.131845213370562,2013-03-08
Kid Blue,3.5,1,3.131845213370562,1973-01-31
The Flower in Hell,3.5,1,3.131845213370562,1958-04-19
Man of the Story,3.5,1,3.131845213370562,1996-09-06
The Cinema Snob Movie,3.5,1,3.131845213370562,2012-09-27
Snitch,3.5,1,3.131845213370562,2013-02-21
Ring of Terror,3.5,1,3.131845213370562,1962-02-01
Judge Hardy and Son,3.5,1,3.131845213370562,1939-12-22
Mad at the Moon,3.5,1,3.131845213370562,1992-09-16
Saviour Square,3.5,1,3.131845213370562,2006-09-07
Instructions for a Light Sound Machine,3.5,1,3.131845213370562,2006-01-01
Loose in London,3.5,1,3.131845213370562,1953-05-24
Portrait of a 60 Perfect Man Billy Wilder,3.5,1,3.131845213370562,1982-05-21
Intersections,3.5,1,3.131845213370562,2013-01-29
Joan of Arc at the Stake,3.5,1,3.131845213370562,1954-12-20
12 Days of Terror,3.5,1,3.131845213370562,2005-07-05
Glorious Technicolor,3.5,1,3.131845213370562,1998-01-01
Savages,3.5,1,3.131845213370562,2012-07-06
Scary or Die,3.5,1,3.131845213370562,2012-09-09
Offline,3.5,1,3.131845213370562,2012-11-14
Which Way to the Front,3.5,1,3.131845213370562,1970-09-03
Afternoon Delight,3.5,1,3.131845213370562,2013-08-30
Wyjazd Integracyjny,3.5,1,3.131845213370562,2011-11-04
500 MPH Storm,3.5,1,3.131845213370562,2013-02-28
Bomba the Jungle Boy,3.5,1,3.131845213370562,1949-03-20
True Skin,3.5,1,3.131845213370562,2012-10-10
Behind the Rising Sun,3.5,1,3.131845213370562,1943-08-01
Dickson Greeting,3.5,1,3.131845213370562,1891-01-01
Camouflage,3.5,1,3.131845213370562,1977-01-28
Fifi Howls from Happiness,3.5,1,3.131845213370562,2013-02-11
Ferocious,3.5,1,3.131845213370562,2013-03-07
Child s Pose,3.5,1,3.131845213370562,2013-03-08
What If,3.5,1,3.131845213370562,2012-11-28
Wandering Sagittarius,3.5,1,3.131845213370562,1993-06-06
Aliyah,3.5,1,3.131845213370562,2012-09-19
Turf,3.5,1,3.131845213370562,2013-02-13
Hercules Against the Barbarians,3.5,1,3.131845213370562,1964-04-16
Black Girl,3.5,1,3.131845213370562,1966-01-01
Alois Nebel,3.5,1,3.131845213370562,2011-09-04
Death of a Man in the Balkans,3.5,1,3.131845213370562,2012-11-15
Exists,3.5,1,3.131845213370562,2014-03-17
They Eat Scum,3.5,1,3.131845213370562,1979-01-01
A Thousand Cuts,3.5,1,3.131845213370562,2012-01-21
Two Faces of the Dollar,3.5,1,3.131845213370562,1967-12-28
Crooks Anonymous,3.5,1,3.131845213370562,1962-03-31
The Shimmering Beast,3.5,1,3.131845213370562,1982-10-15
The Sci Fi Boys,3.5,1,3.131845213370562,2006-04-27
Enter the Dangerous Mind,3.5,1,3.131845213370562,2013-03-11
Everything or Nothing,3.5,1,3.131845213370562,2012-10-05
Vicky Donor,3.5,1,3.131845213370562,2012-04-20
August Osage County,3.5,1,3.131845213370562,2013-12-26
Boy Meets Girl,3.5,1,3.131845213370562,1938-08-27
El malvado Carabel,3.5,1,3.131845213370562,1956-10-15
A Gun For Jennifer,3.5,1,3.131845213370562,1997-07-01
Adult World,3.5,1,3.131845213370562,2013-04-18
So Is This,3.5,1,3.131845213370562,1983-12-31
Studentfesten,3.5,1,3.131845213370562,2013-04-19
Some Call It Loving,3.5,1,3.131845213370562,1973-11-16
Hamlet from the Lunt Fontanne Theatre,3.5,1,3.131845213370562,1964-09-23
Hannah Arendt,3.5,1,3.131845213370562,2012-09-11
Peg o My Heart,3.5,1,3.131845213370562,1933-05-26
Space Tourists,3.5,1,3.131845213370562,2010-06-01
My Friends Need Killing,3.5,1,3.131845213370562,1976-12-10
Greenwich Village Music That Defined a Generation,3.5,1,3.131845213370562,2013-01-18
Reggie s Prayer,3.5,1,3.131845213370562,1996-08-01
The Challenge A Tribute to Modern Art,3.5,1,3.131845213370562,1974-12-05
Lost Rivers,3.5,1,3.131845213370562,2013-03-01
Hotel Reserve,3.5,1,3.131845213370562,1944-06-01
Hotel Meina,3.5,1,3.131845213370562,2007-10-07
Midnight Man,3.5,1,3.131845213370562,1995-05-09
The Bat Man,3.5,1,3.131845213370562,1943-07-16
A Girl in Every Port,3.5,1,3.131845213370562,1952-02-13
Breaking the Girls,3.5,1,3.131845213370562,2013-07-26
From Bedrooms to Billions,3.5,1,3.131845213370562,2014-10-03
Dark Touch,3.5,1,3.131845213370562,2013-09-27
Come Dance with Me,3.5,1,3.131845213370562,2012-12-08
The Wish List,3.5,1,3.131845213370562,2010-08-27
The Treasure,3.5,1,3.131845213370562,1923-02-23
The Souler Opposite,3.5,1,3.131845213370562,1998-10-04
Ranma ½ One Flew Over the Kuno s Nest,3.5,1,3.131845213370562,1994-08-20
A Jungle Book of Regulations,3.5,1,3.131845213370562,1974-12-24
Blood of Ghastly Horror,3.5,1,3.131845213370562,1972-01-21
Marley Me The Puppy Years,3.5,1,3.131845213370562,2011-06-01
Mud Zombies,3.5,1,3.131845213370562,2008-07-28
The Barbershop,3.5,1,3.131845213370562,1894-01-01
Long Pants,3.5,1,3.131845213370562,1927-03-26
Manon of the Spring,3.1363636363636362,77,3.13183954623262,1986-11-19
Gold of Rome,3.2,5,3.1318373875864407,1961-11-26
Courage for Every Day,3.2,5,3.1318373875864407,1964-01-01
Johan Falk De 107 patrioterna,3.2,5,3.1318373875864407,2012-10-09
Mammoth,3.2,5,3.1318373875864407,2009-01-19
The Suspicions of Mr Whicher The Murder at Road Hill House,3.2,5,3.1318373875864407,2011-04-25
Redd Inc,3.2,5,3.1318373875864407,2012-11-03
Cocaine One Man s Seduction,3.2,5,3.1318373875864407,1983-08-08
One Girl s Confession,3.2,5,3.1318373875864407,1953-04-06
Height,3.2,5,3.1318373875864407,1957-04-27
I Don t Want to Talk About It,3.2,5,3.1318373875864407,1993-05-20
Walking With Dinosaurs,3.2,5,3.1318373875864407,2013-12-18
Made in Mexico,3.2,5,3.1318373875864407,2012-09-21
Gangs of New York,3.1458333333333335,24,3.1318359917242136,2002-12-14
Bailey s Billion,3.1358024691358026,81,3.1318318931653346,2005-08-05
Sweet Nothing,3.1666666666666665,9,3.1318295796755278,1995-06-08
Arthur 2 On the Rocks,3.1666666666666665,9,3.1318295796755278,1988-07-08
Deranged,3.1666666666666665,9,3.1318295796755278,2012-07-05
Those Who Kill Shadow of the Past,3.1666666666666665,9,3.1318295796755278,2012-03-15
The Great White Silence,3.1382978723404253,47,3.1318268898800947,1924-05-10
Liv Ingmar,3.1538461538461537,13,3.1318217895766622,2012-09-28
Frankenhooker,3.1538461538461537,13,3.1318217895766622,1990-06-01
Beneath the Valley of the Ultra Vixens,3.134831460674157,89,3.131816638296148,1979-05-11
The Lost Patrol,3.1470588235294117,17,3.1318140172289617,1934-02-16
Design of Death,3.1470588235294117,17,3.1318140172289617,2012-04-28
Priceless,3.1470588235294117,17,3.1318140172289617,2006-12-13
Gor,3.25,2,3.1318074980512156,1987-05-08
Grown Ups 2,3.25,2,3.1318074980512156,2013-07-11
Swinging with the Finkels,3.25,2,3.1318074980512156,2011-06-01
A Time For Dying,3.25,2,3.1318074980512156,1969-12-31
The Hunt,3.25,2,3.1318074980512156,2012-08-28
Crazed Fruit,3.25,2,3.1318074980512156,1956-07-12
The Expendables 2,3.25,2,3.1318074980512156,2012-08-08
Seattle Superstorm,3.25,2,3.1318074980512156,2012-03-31
Kevin Hart Seriously Funny,3.25,2,3.1318074980512156,2010-07-20
The Challengers,3.25,2,3.1318074980512156,1990-10-14
How Tasty Was My Little Frenchman,3.25,2,3.1318074980512156,1971-06-01
The Adventures of Sherlock Holmes and Doctor Watson The Treasures of Agra,3.25,2,3.1318074980512156,1983-06-25
Photographic Memory,3.25,2,3.1318074980512156,2011-09-04
The Flight That Fought Back,3.25,2,3.1318074980512156,2004-12-31
Winter in the Blood,3.25,2,3.1318074980512156,2013-06-14
End of the Road,3.25,2,3.1318074980512156,1970-02-10
In the Name of,3.25,2,3.1318074980512156,2013-09-06
Student of the Year,3.25,2,3.1318074980512156,2012-10-19
Strangers,3.25,2,3.1318074980512156,2007-06-06
Vengeance Can Wait,3.25,2,3.1318074980512156,2010-10-09
The Last Seduction II,3.25,2,3.1318074980512156,1999-06-08
Faat Kiné,3.25,2,3.1318074980512156,2001-02-11
Dead End,3.25,2,3.1318074980512156,2012-03-08
The Borrowers,3.25,2,3.1318074980512156,1973-12-14
Afterparty,3.25,2,3.1318074980512156,2013-09-13
The Magic Gloves,3.25,2,3.1318074980512156,2003-09-08
Kilometre Zero,3.25,2,3.1318074980512156,2005-05-12
The Battle of Chile Part II,3.25,2,3.1318074980512156,1976-03-13
Beyond the Law,3.25,2,3.1318074980512156,1968-01-01
Let Us Be Gay,3.25,2,3.1318074980512156,1930-08-08
Mystery,3.25,2,3.1318074980512156,2012-05-20
Crulic The Path to Beyond,3.25,2,3.1318074980512156,2011-10-21
Dear Santa,3.25,2,3.1318074980512156,2011-08-11
Chairman of the Board,3.25,2,3.1318074980512156,1998-03-13
Enemies A Love Story,3.25,2,3.1318074980512156,1989-12-13
The Look of Love,3.25,2,3.1318074980512156,2013-04-26
Pumping Iron II The Women,3.25,2,3.1318074980512156,1985-05-03
Hen His Wife,3.25,2,3.1318074980512156,1990-05-01
Murder He Says,3.25,2,3.1318074980512156,1945-01-01
My Stuff,3.25,2,3.1318074980512156,2013-01-23
Caroline,3.25,2,3.1318074980512156,1990-04-29
Hot T Shirts,3.25,2,3.1318074980512156,1980-03-01
A Nest of Gentry,3.25,2,3.1318074980512156,1969-01-01
Open Heart,3.25,2,3.1318074980512156,2013-01-15
Sun Don t Shine,3.25,2,3.1318074980512156,2012-03-10
You Killed Me First,3.25,2,3.1318074980512156,1985-01-01
The Little Kidnappers,3.25,2,3.1318074980512156,1990-08-17
The Boob,3.25,2,3.1318074980512156,1926-05-17
The Pursuit of Unhappiness,3.25,2,3.1318074980512156,2012-11-29
Mods,3.25,2,3.1318074980512156,2002-10-25
My Neighbor Totoro,3.1375,40,3.1318050403779045,1988-04-16
Karin Daughter of Ingmar,3.1666666666666665,6,3.131799717608846,1920-02-02
Dating Games People Play,3.1666666666666665,6,3.131799717608846,2008-02-12
The Iron Ladies,3.1666666666666665,6,3.131799717608846,2000-03-04
The Castle,3.1666666666666665,6,3.131799717608846,1994-01-01
The Cottage,3.1666666666666665,6,3.131799717608846,2012-12-10
Dream Wife,3.1666666666666665,6,3.131799717608846,1953-06-19
The Spy in the Green Hat,3.14,25,3.131798525544913,1967-02-03
A Married Couple,3.15,10,3.1317919549310576,1969-01-01
Trashed,3.15,10,3.1317919549310576,2012-12-13
Back from Eternity,3.15,10,3.1317919549310576,1956-09-07
The Adonis Factor,3.142857142857143,14,3.131784209957078,2010-06-19
Brother of Sleep,3.1363636363636362,33,3.131783104141839,1995-09-08
The Wolf of Wall Street,3.1363636363636362,33,3.131783104141839,2013-12-25
The Seeker The Dark Is Rising,3.138888888888889,18,3.1317764826264134,2007-10-05
The Feminine Touch,3.138888888888889,18,3.1317764826264134,1941-10-01
The Cook the Thief His Wife Her Lover,3.1666666666666665,3,3.1317698043032025,1989-09-10
The Underground World,3.1666666666666665,3,3.1317698043032025,1943-06-18
The Ice Dragon,3.1666666666666665,3,3.1317698043032025,2012-02-24
People of the Mountains,3.1666666666666665,3,3.1317698043032025,1942-02-28
No Way Home,3.1666666666666665,3,3.1317698043032025,1996-09-01
Ushi Must Marry,3.1666666666666665,3,3.1317698043032025,2013-02-13
Young Love,3.1666666666666665,3,3.1317698043032025,2001-08-30
Pumpkinhead,3.1666666666666665,3,3.1317698043032025,1988-06-09
Zhit,3.1666666666666665,3,3.1317698043032025,2010-11-03
Desperate Search,3.1666666666666665,3,3.1317698043032025,1952-11-19
Gertie the Dinosaur,3.1666666666666665,3,3.1317698043032025,1914-09-15
The Slumber Party Massacre,3.1666666666666665,3,3.1317698043032025,1982-11-12
Super Demetrios,3.1666666666666665,3,3.1317698043032025,2011-11-05
Light of My Eyes,3.1666666666666665,3,3.1317698043032025,2010-05-10
Seven Angry Men,3.1666666666666665,3,3.1317698043032025,1955-03-27
The Shutka Book of Records,3.1666666666666665,3,3.1317698043032025,2005-11-03
I m Staying,3.1666666666666665,3,3.1317698043032025,2003-10-01
The Conquest of the Pole,3.1666666666666665,3,3.1317698043032025,1912-01-01
Steamboat Round the Bend,3.1666666666666665,3,3.1317698043032025,1935-09-06
The Joyriders,3.1666666666666665,3,3.1317698043032025,1999-04-18
What Did You Do in the War Thanassi,3.1666666666666665,3,3.1317698043032025,1971-09-23
The Kid from Brooklyn,3.1666666666666665,3,3.1317698043032025,1946-03-21
Exposed,3.1666666666666665,3,3.1317698043032025,1983-04-22
Till Night Do Us Part,3.1666666666666665,3,3.1317698043032025,2012-10-11
Ex Girlfriends,3.1666666666666665,3,3.1317698043032025,2012-11-28
There Was a Crooked Man,3.1363636363636362,22,3.1317687728788437,1970-09-18
Little Nicholas,3.142857142857143,7,3.1317620691520336,2009-09-30
Bestiary,3.142857142857143,7,3.1317620691520336,2012-10-19
Six Pack,3.142857142857143,7,3.1317620691520336,1982-07-16
Lovers Like Us,3.142857142857143,7,3.1317620691520336,1975-11-26
No One Lives,3.142857142857143,7,3.1317620691520336,2013-03-09
Everyone s Going to Die,3.142857142857143,7,3.1317620691520336,2013-03-10
Footprints,3.142857142857143,7,3.1317620691520336,1975-02-01
Songwriter,3.142857142857143,7,3.1317620691520336,1984-10-14
Teen Age Crime Wave,3.1363636363636362,11,3.131754351656996,1955-11-01
Water and Power,3.1363636363636362,11,3.131754351656996,1989-10-01
11 09 01 September 11,3.1319796954314723,197,3.131752642160897,2002-09-04
Rocketship X M,3.1333333333333333,15,3.131746651757706,1950-06-02
Edge of Madness,3.1315789473684212,19,3.1317389693940556,2002-01-01
It s Not You It s Me,3.1315789473684212,19,3.1317389693940556,2004-10-28
The Hidden II,3.125,4,3.131732132108022,1993-09-06
Mama,3.125,4,3.131732132108022,2013-01-17
Escape from Segovia,3.125,4,3.131732132108022,1981-11-07
The Corridor,3.125,4,3.131732132108022,2012-03-30
The Ditch,3.125,4,3.131732132108022,2010-09-06
We Are Legion The Story of the Hacktivists,3.125,4,3.131732132108022,2012-01-20
Laissons Lucie faire,3.125,4,3.131732132108022,2000-12-27
Zézero,3.125,4,3.131732132108022,1974-01-01
Home,3.125,4,3.131732132108022,2011-11-03
The Member of the Wedding,3.125,4,3.131732132108022,1952-12-25
Back to 1942,3.125,4,3.131732132108022,2012-11-01
Fair of the Dove,3.125,4,3.131732132108022,1935-12-23
Paulette,3.125,4,3.131732132108022,2013-01-16
The Agony and Ecstasy of Phil Spector,3.125,4,3.131732132108022,2008-12-31
13 Sins,3.125,4,3.131732132108022,2014-04-18
Closer to the Moon,3.125,4,3.131732132108022,2013-11-29
8 46,3.125,4,3.131732132108022,2011-09-11
Hitler s Kaput,3.130434782608696,23,3.13173130450621,2008-09-18
The Strange One,3.125,8,3.1317244421975667,1957-04-12
Promise,3.125,8,3.1317244421975667,1986-12-21
Gladiators 7,3.125,8,3.1317244421975667,1962-10-11
The Public Eye,3.125,8,3.1317244421975667,1992-01-01
The Possession,3.125,8,3.1317244421975667,2012-08-30
The Last House in the Woods,3.125,8,3.1317244421975667,2007-08-24
Recep İvedik,3.125,8,3.1317244421975667,2008-02-22
Quicksilver Highway,3.125,12,3.1317167698349704,1997-05-13
All About Love,3.125,16,3.1317091149602367,2001-04-11
Edge of Sanity,3.0,1,3.131702143667002,1989-04-14
Slayers Premium,3.0,1,3.131702143667002,2001-12-22
Ten Tall Men,3.0,1,3.131702143667002,1951-10-26
Karma,3.0,1,3.131702143667002,1986-02-23
His Picture in the Papers,3.0,1,3.131702143667002,1916-02-13
The Silk Express,3.0,1,3.131702143667002,1933-06-01
The Butterfly Room,3.0,1,3.131702143667002,2012-08-04
The Florodora Girl,3.0,1,3.131702143667002,1930-05-31
The Girl on the Stone,3.0,1,3.131702143667002,2007-07-27
The Line King The Al Hirschfeld Story,3.0,1,3.131702143667002,1996-09-27
National Lampoon s Favorite Deadly Sins,3.0,1,3.131702143667002,1995-11-12
T O U C H I N G,3.0,1,3.131702143667002,1969-01-01
Fugitives,3.0,1,3.131702143667002,2000-10-06
From Up on Poppy Hill,3.0,1,3.131702143667002,2011-07-16
The Canyon,3.0,1,3.131702143667002,2009-10-23
The Sun s Burial,3.0,1,3.131702143667002,1960-08-09
No One Dies in Lily Dale,3.0,1,3.131702143667002,2011-01-01
Destroyer,3.0,1,3.131702143667002,1943-08-19
TINY A Story About Living Small,3.0,1,3.131702143667002,2013-03-09
Nouvelle Vague,3.0,1,3.131702143667002,1990-03-23
Nantucket Film Festival s Comedy Roundtable,3.0,1,3.131702143667002,2012-09-27
Number One with a Bullet,3.0,1,3.131702143667002,1987-02-27
Dawn of the Planet of the Apes,3.0,1,3.131702143667002,2014-06-26
Down and Dangerous,3.0,1,3.131702143667002,2014-02-14
The Sea Bat,3.0,1,3.131702143667002,1930-07-05
Emotion,3.0,1,3.131702143667002,1966-01-01
Hell Behind the Bars,3.0,1,3.131702143667002,1984-01-26
Emitaï,3.0,1,3.131702143667002,1971-07-20
Komsomol,3.0,1,3.131702143667002,1933-01-02
Baby on Board,3.0,1,3.131702143667002,1992-12-28
Kya Kehna,3.0,1,3.131702143667002,2000-05-18
Alias the Doctor,3.0,1,3.131702143667002,1932-03-06
Quick Billy,3.0,1,3.131702143667002,1970-03-24
Warriors of the Rainbow Seediq Bale Part 1 The Sun Flag,3.0,1,3.131702143667002,2011-04-09
Seal Team Six The Raid on Osama Bin Laden,3.0,1,3.131702143667002,2012-11-04
Up in Arms,3.0,1,3.131702143667002,1944-02-17
Scrambled Beer,3.0,1,3.131702143667002,2007-03-10
Searching for Sugar Man,3.0,1,3.131702143667002,2012-06-30
Be Silent Sorrow Be Silent,3.0,1,3.131702143667002,1918-05-14
På palmblad och rosor,3.0,1,3.131702143667002,1976-04-03
Waltzing Anna,3.0,1,3.131702143667002,2006-08-11
Lost in New York,3.0,1,3.131702143667002,1989-01-01
Lampaansyöjät,3.0,1,3.131702143667002,1972-11-17
A Million to Juan,3.0,1,3.131702143667002,1994-05-15
The Girl from the Marsh Croft,3.0,1,3.131702143667002,1935-09-10
Alive and Kicking,3.0,1,3.131702143667002,1996-11-08
Rapt,3.0,1,3.131702143667002,2009-11-18
River s End,3.0,1,3.131702143667002,2005-01-01
The Details,3.0,1,3.131702143667002,2012-11-02
Alps,3.0,1,3.131702143667002,2011-09-01
Ambush at Cimarron Pass,3.0,1,3.131702143667002,1958-03-01
The Painting,3.0,1,3.131702143667002,2011-11-22
What Am I Doing in the Middle of the Revolution,3.0,1,3.131702143667002,1972-12-18
Rhythm on the River,3.0,1,3.131702143667002,1940-08-28
Admiral Yamamoto,3.0,1,3.131702143667002,1968-08-13
A Mother s Courage,3.0,1,3.131702143667002,2009-01-01
R2B Return to Base,3.0,1,3.131702143667002,2012-08-14
Barbed Wire,3.0,1,3.131702143667002,1952-07-25
A Parting Shot,3.0,1,3.131702143667002,2007-05-30
Rabbit Test,3.0,1,3.131702143667002,1978-04-09
Mr Blue Sky The Story of Jeff Lynne ELO,3.0,1,3.131702143667002,2012-10-05
Parisian Love,3.0,1,3.131702143667002,1925-08-01
Mother I Love You,3.0,1,3.131702143667002,2013-02-11
I Know That Voice,3.0,1,3.131702143667002,2013-11-06
Cell,3.0,1,3.131702143667002,2016-07-06
Bus Riley s Back In Town,3.0,1,3.131702143667002,1965-03-24
Outpost Black Sun,3.0,1,3.131702143667002,2012-01-01
The Witching of Ben Wagner,3.0,1,3.131702143667002,1990-01-01
The Legend of Sleepy Hollow,3.0,1,3.131702143667002,1980-10-31
The Hunchback,3.0,1,3.131702143667002,1997-03-16
The Last Tycoon,3.0,1,3.131702143667002,2012-12-22
Trapped in the Closet Chapters 23 33,3.0,1,3.131702143667002,2012-11-23
Container,3.0,1,3.131702143667002,2006-03-10
Color of the Ocean,3.0,1,3.131702143667002,2012-03-22
Stuck Between Stations,3.0,1,3.131702143667002,2011-11-04
Opus II,3.0,1,3.131702143667002,1921-12-31
I Are You You Am Me,3.0,1,3.131702143667002,1982-04-17
Man Follows Birds,3.0,1,3.131702143667002,1976-12-01
Gretchen the Greenhorn,3.0,1,3.131702143667002,1916-09-03
Captain January,3.0,1,3.131702143667002,1924-07-06
Someone Else s America,3.0,1,3.131702143667002,1995-09-09
Immortal Love,3.0,1,3.131702143667002,1961-09-16
Blush,3.0,1,3.131702143667002,2005-12-07
Macario,3.0,1,3.131702143667002,1960-05-09
True Confession,3.0,1,3.131702143667002,1937-12-24
Spare Bed Room,3.0,1,3.131702143667002,1969-01-01
The Hero,3.0,1,3.131702143667002,1966-05-06
The Haunting in Connecticut 2 Ghosts of Georgia,3.0,1,3.131702143667002,2013-02-01
Bill Maher But I m Not Wrong,3.0,1,3.131702143667002,2010-02-18
Love and Honor,3.0,1,3.131702143667002,2013-03-22
Ulzana s Raid,3.0,1,3.131702143667002,1972-01-01
Viola,3.0,1,3.131702143667002,2012-09-09
Parallel Sons,3.0,1,3.131702143667002,1995-01-01
Charley One Eye,3.0,1,3.131702143667002,1973-04-18
Parsifal,3.0,1,3.131702143667002,1982-04-30
Pennies from Heaven,3.0,1,3.131702143667002,1978-03-07
Mission to Moscow,3.0,1,3.131702143667002,1943-05-22
The Monster Walks,3.0,1,3.131702143667002,1932-02-10
The Moonlighter,3.0,1,3.131702143667002,1953-09-19
The Black Waters of Echo s Pond,3.0,1,3.131702143667002,2009-01-01
Good Fortune,3.0,1,3.131702143667002,2009-06-01
The Motorist,3.0,1,3.131702143667002,1906-10-01
Melody for a Street Organ,3.0,1,3.131702143667002,2009-06-21
Fortune and Men s Eyes,3.0,1,3.131702143667002,1971-06-15
1 000 on the Black,3.0,1,3.131702143667002,1966-12-18
Filth,3.0,1,3.131702143667002,2013-09-23
Fire with Fire,3.0,1,3.131702143667002,2012-08-31
First Winter,3.0,1,3.131702143667002,2012-10-11
Fist of Jesus,3.0,1,3.131702143667002,2012-06-05
The Princess and the Pea,3.0,1,3.131702143667002,1976-11-01
Foreign Letters,3.0,1,3.131702143667002,2012-04-22
Mrs Pollifax Spy,3.0,1,3.131702143667002,1971-05-21
On the Last Verse A Small Film About Death,3.0,1,3.131702143667002,1999-04-15
Trader Horn,3.0,1,3.131702143667002,1931-05-23
Brian Posehn The Fartist,3.0,1,3.131702143667002,2013-03-01
Brooklyn Dodgers The Ghosts of Flatbush,3.0,1,3.131702143667002,2007-07-11
Stalingrad,3.0,1,3.131702143667002,1989-01-01
